codigo_produto;produto;secao;custo_atual;preco_atual;ncm
00008915;POTE HERMETICO MY COFFEE OU;DIVERSOS;16.55;39.00;0039241000
00008896;ORGANIZADOR HERMETICO BLOCK 1 L OU;DIVERSOS;13.99;33.00;0039241000
00008854;CONCHA DE SILICONE REF CO 200 OU;DIVERSOS;23.12;54.00;0039249000
00008914;PORTA FRIOS DUPLO BREAK OU;DIVERSOS;16.96;39.00;0039241000
00008901;ORGANIZADOR PARA OVOS CLEAR FRESH NATURAL 36UN OU;DIVERSOS;29.00;66.00;39241000
00008851;POTE CLICK RETANGULAR 870 ML OU;DIVERSOS;13.15;30.00;0039241000
00008829;ORGANIZADOR CLEAR FRESH 2,2 LITROS NATURAL OU;DIVERSOS;18.19;42.00;0039249000
00008902;ORGANIZADOR CLEAR FRESH 2,8 LITROS NATURAL OU;DIVERSOS;23.89;54.00;003924100
00008899;ORGANIZADOR HERMETICO BLOCK 0,150 L OU;DIVERSOS;5.76;12.00;0039241000
00008863;DISPENSER DE DETERGENTE PORTA ESPONJA TRIUM OU;DIVERSOS;18.86;45.00;0039249000
00008960;JOGO DE CAMA KING 03 PÇS MALHA FIO 30 EDROMANIA;JOGO DE CAMA;51.83;117.00;63021000
00008865;DISPENSER PARA DETERGENTE TRIUM COMPACT 500 ML OU;DIVERSOS;8.18;18.00;0039249000
00008870;ESCORREDOR MULTIUSO GUSTO P OU;DIVERSOS;10.73;24.00;0039241000
00008933;SUPORTE ESCOLA SANITARIA GROVE OU;DIVERSOS;21.30;48.00;0039249000
00008892;MARMITA HERMETICA QUADRADA BICOLOR OU;DIVERSOS;12.38;27.00;0039239090
00008891;MINI MARMITA HERMETICA BICOLOR OU;DIVERSOS;7.68;18.00;0039239090
00008835;BOLEIRA FESTA 30 CM OU;DIVERSOS;38.98;87.00;0039241000
00008875;ESCORREDOR DE TALHERES OU;DIVERSOS;21.44;48.00;0039241000
00008893;MARMITA HERMETICA RETANGULAR BICOLOR OU;DIVERSOS;14.88;33.00;0039239090
00007840;REDE CADEIRA S/ ESTOFADO CABECINHA 1.50X0,35CM CASA LEOPOLDO;CONFECCOES;102.00;299.00;5608900
00008874;ESCORREDOR DE PRATOS PRATICO OU;DIVERSOS;16.82;39.00;0039241000
00008518;ALMOFADA VEL 0.52/0.52 EM ALTO RELEVO  DECORTEXTIL;ALMOFADA;119.90;264.00;63039000
00007038;PASSARO EM CIMENTO REF 13052/13055;DIVERSOS;27.79;56.00;68109900
00008581;PAR DE FRONHA 300 FIOS BELLAGIO KACYUMARA;FRONHA;119.00;249.00;63022100
00008931;SUPORTE ESCOVA SANITARIA VITRA/GOTA OU;DIVERSOS;30.84;69.00;0039241000
00008883;LIXEIRA CROMO VITRA 5 LTS OU;DIVERSOS;43.52;98.00;0039249000
00006032;PERFUME INVICTUS VICTORY PACO RABANNE 100ML;PERFUME MASCULINO;181.62;768.00;33030020
00008813;TAPETE MULTICORES 0.37/0.57 BELLA CASA;TAPETE;9.20;21.00;57033900
00008840;CESTO GRID 2,5 L OU;DIVERSOS;5.98;15.00;0039249000
00008844;CESTO GRID COM TAMPA 20 L OU;DIVERSOS;40.27;94.00;0039249000
00007958;CAIXA ORGANIZADORA CUBE M COM TAMPA 18 L OU;DIVERSOS;41.96;98.00;0039249000
00008861;CESTA ORGANIZADORA M COM TAMPA OU;DIVERSOS;21.85;48.00;0039249000
00008845;CESTO DE ROUPAS GRID COM TAMPA 49 L CG 455 OU;DIVERSOS;67.61;158.00;0039249000
00008841;CESTO GRID 8 L OU;DIVERSOS;16.50;38.00;39249000
00007841;REDE CADEIRA CORDA 1.40X0,55CM CASA LEOPODO;CONFECCOES;101.00;269.00;56089000
00008709;PERFUME LONKOOM A WISH EDP 100 ML;PERFUME FEMININO;85.00;199.00;33033000
00008360;FIGURA FAMILIA DECORATIVA;DIVERSOS;63.11;156.00;39264000
00001782;JOGO DE CAMA SOLTEIRO 03 PÇS 250 FIOS ANDREZA;JOGO DE CAMA;33.28;69.00;63022100
00002269;EDREDON SOLTEIRO DUPLA FACE 1.40/2.20 EM  MICROFIBRA TEX BRA;EDREDON;26.96;51.00;\N
00008895;ORGANIZADOR HERMETICO BLOCK 0,45 L OU;DIVERSOS;10.17;22.50;39241000
00008900;ORGANIZADOR HERMETICO BLOCK 0,340 L OU;DIVERSOS;7.41;18.00;0039240000
00008286;CANECA CERAMICA MOTIVE 250ML;DIVERSOS;10.17;23.00;69120000
00008422;ALMOFADA SARJA CRU 0.52/0.52 DECORTEXTIL;ALMOFADA;149.90;330.00;94049000
00008790;PAR DE FRONHA 200 F VIDA BELA 50X70  KACYUMARA;FRONHA;42.22;87.00;63023100
00008372;CANECA CERAMICA GRATEFUL 340ML;DIVERSOS;15.30;36.00;69120000
00008642;TOALHA BANHO 0.70/1.35 EMPIRE KARSTEN;TOALHAS AVULSA;26.95;54.00;63026000
00008808;PAR DE FRONHA SATINEE 0.50/0.90 KACYUMARA;FRONHA;64.70;135.00;63022100
00008186;ESCULTURA EM METAL 14470/14473/14475/14477 MART;DIVERSOS;118.91;276.00;83062900
00008692;APARADOR DE LIVRO BICICLETA EM METAL MART;DIVERSOS;59.76;138.00;83062900
00008943;CAMISOLA PROMOCIONAL FEM. SONHART;PIJAMAS;0.00;49.90;61083100
00002581;EDREDON CASAL SOFEE MALHA KACYUMARA;EDREDON;84.78;356.00;94049000
00008786;PROTETOR DE COLCHAO SOLTEIRO JOLITEX/NIAZITEX;PROTETOR DE COLCHAO;44.22;99.00;94049000
00008448;PILLOW TOP CASAL PLUMA TOUCH ARTELASSE;PROTETOR DE COLCHAO;497.40;1099.00;94049000
00008826;SQUEEZE LIV FLAT 700 ML OU;DIVERSOS;6.05;15.00;0039249000
00007978;PORTA ESCOVA SANITARIA GROOVE OU;DIVERSOS;18.73;45.00;0039249000
00007366;ESPELHO DOURADO EM METAL REF 6383 MART;DIVERSOS;59.95;138.00;70099200
00008196;JOGO DE CAMA KING 04 PÇS RAFAELLE TRUSSARDI;JOGO DE CAMA;1018.83;2239.00;63023100
00008888;LIXEIRA IZZY 5 L - ECO OU;DIVERSOS;41.54;96.00;0039249000
00008876;ESCORREDOR DE TALHERES - ECO OU;DIVERSOS;23.10;54.00;0039241000
00007705;PRATO RASO DE CRISTAL DE CHUMBO CORAÇAO 28 CM LYOR;DIVERSOS;18.70;42.00;70134100
00008885;LIXEIRA DE PIA HIDE OU;DIVERSOS;29.19;66.00;0039241000
00008856;CESTA ORGANIZADORA M BAIXA OU;DIVERSOS;9.83;22.50;0039249000
00008794;PERFUME JOLI PARIS/MADMOISELLE FEM 100ML;PERFUME FEMININO;129.58;319.00;33030020
00008380;MANTA PIQUET 150M X 2.00M II LUXUS BUDDEMEYER;MANTA TIPO COBERTOR;139.36;309.00;63013000
00005803;PERFUME INVICTUS PLATIUM PACO RABANNE 100ML;PERFUME MASCULINO;333.55;699.00;33030020
00007987;PERFUME SYMBOL FOR A LADY MARINA 100ML;PERFUME FEMININO;256.74;519.00;33030020
00008539;TAPETE MIKONOS 2.00 REDONDO BUCHARA;TAPETE;526.24;1287.00;57033900
00009018;CJ 6 PORTA TEMPEROS ACO INOX C/TAMPA ACRILICO E SUPORTE IMAT;DIVERSOS;38.79;90.00;73239300
00006729;GATO BRANCO/PRETO EM CERAMICA REF 12889/12891 MART;DIVERSOS;44.91;94.00;69139000
00008362;FIGURA DECORATIVA FAMILIA 16X10;DIVERSOS;90.96;226.00;39264000
00007374;JOGO DE CAMA QUEEN 04 PÇS 200 FIOS TULIP MARKEN FASSI;JOGO DE CAMA;360.00;720.00;63023100
00008065;SAPATEIRA EMPILHAVEL - 08 PARES FUTURE;DIVERSOS;44.35;98.00;94032000
00009010;CJ 6 COCLHERES P/SOBREMESA DE AÇO INOX PRETO 12 CM LYOR;DIVERSOS;21.34;48.00;82159910
00008979;TAPETE ATENAS 1.40/2.00 CORTTEX/FATEX;DIVERSOS;75.90;249.00;57050000
00003516;LENCOL AVULSO QUEEN 300 FIOS KARSTEN/PINHEIRO;FRONHA;62.00;156.00;63021000
00000239;PRATO P/ BOLO C/ PÉ DE VIDRO LYOR;CAMINHO DE MESA;68.68;117.00;70134900
00008812;JOGO DE BANHEIRO 02 PÇS MICROFIBRA SOFT CLEAN BELLA CASA;TAPETE;71.50;159.00;57033900
00007809;GUARDANAPO ORNATO BAMBU COPA & CIA;DIVERSOS;16.68;36.00;63025100
00003432;TAPETE SAO CARLOS 0.50/1.00 CHEVRON/CLASSE A/NEW BOUCLE;TAPETE;25.00;69.00;57033000
00009027;PAR DE FRONHA 300 FIOS SATINEE 0.50/0.70 KACYUMARA;FRONHA;40.78;124.00;63023100
00009033;MELEIRA DE CRISTAL DE CHUMBO C/PEGADOR TAMPA TRESS 210 ML LY;DIVERSOS;9.87;24.00;70134100
00008913;MINI TRAVESSA RETANGULAR DE CRISTAL DE CHUMBO CORAÇAO LYOR;DIVERSOS;3.14;9.00;70134100
00008992;ORGANIZADOR CLEAR FRESH 5 L OF 350 OU;DIVERSOS;32.75;76.00;39249000
00008659;RELOGIO DE PAREDE TALHERES TAIMES;DIVERSOS;29.68;69.00;911052900
00003480;PEL TARTARUGA M./PINGUIM G. BBL187XL-1/CACH. OCU.TIMES FOFFY;PELUCIA;7.40;51.00;95030031
00008263;PERFUME FANTASY SHEER 100 ML;PERFUME FEMININO;206.20;412.00;33030020
00008937;TAPETE P/BOX HIDRO OU;DIVERSOS;46.92;108.00;0039249000
00009013;JARRA VIDRO SODO-CALCICO C/FIO DE OURO DIAMOND 1 L LYOR;DIVERSOS;28.73;69.00;70134900
00002217;DISPENSER FLOW 2,3L OU;DIVERSOS;24.26;56.00;39249000
00002607;PORTA SABONETE LIQUIDO DE CERAMICA GRANILITE 430ML LYOR;DIVERSOS;11.47;27.00;69120000
00005342;CJ 4 PETISQUEIRAS C/ BANDEJA DE BAMBU 22X22X5,5CM LYOR;DIVERSOS;34.73;80.00;44191900
00008568;CJ 06 TAÇAS CRISTAL P/VINHO ELISA 450 ML WOLFF;DIVERSOS;105.88;267.00;70132800
00008832;APOIO PARA COLHER OU;DIVERSOS;7.81;18.00;0039241000
00008575;CJ 04 ANEIS P/GUARDANAPOS METAL LAÇO 5,5X2 CM WOLFF;DIVERSOS;32.59;78.00;73239400
00008345;VASO VIDRO SODO-CALCICO;DIVERSOS;35.80;86.00;70139900
00007387;COBRE LEITO QUEEN 03 PÇS PROFILINE TEKA/PINEHIRO;COBRE LEITO;109.00;257.00;\N
00008519;GUARDANAPO DE MESA LINHO DECORTEXTIL;ALMOFADA;19.90;42.00;63039000
00008552;CJ 06 COPOS VIDRO P/WHISKY HASH 325 ML WOLFF;DIVERSOS;29.38;75.00;70133700
00008991;PORTA FRIOS DUPLO NATURAL OU;DIVERSOS;26.45;60.00;0039249000
00008879;LIXEIRA IZZY 15 L OU;DIVERSOS;46.11;98.00;0039249000
00008988;AGUA PERFUMADA REQUINTE 1LITRO;PERFUME FEMININO;55.90;114.00;33074900
00008984;PERFUME GUCCI GUILTY EDP POUR FEMME 90 ML;PERFUME FEMININO;446.96;925.00;33030010
00001986;ALMOFADA MEDIA SONHART;ALMOFADA;22.45;189.00;\N
00009039;CANECA DE CERAMICA sortida 175/180 ML LYOR;DIVERSOS;5.19;15.00;69120000
00008981;TAPETE ATENAS 0.60/2.00 CORTTEX/FATEX;DIVERSOS;35.90;90.00;57050000
00008825;ORGANIZADOR TRIUM MAX FECHADO OU;DIVERSOS;11.12;24.00;0039249000
00007706;BOWL QUADRADO DE CRISTAL DE CHUMBO CORAÇAO 1748/1718 LYOR;DIVERSOS;5.13;15.00;70134100
00007236;POTICHE DE CERAMICA 10X10X15 REF 8666 LYOR;DIVERSOS;24.25;63.00;69139000
00009874;COLCHA CONFORT SUPER KING MONTEZ/MILANO KACYUMARA;COLCHA;486.55;998.00;63041910
00009514;PORTA TRAVESSEIRO 0.50/0.90 SQUARE KACYUMARA;FRONHA;35.99;82.00;63022100
00010270;PESEIRA 0.70/2.50 KING TRICOT BIG TRICOT;DIVERSOS;145.80;330.00;63049200
00008905;ORGANIZADOR LOGIC COLMEIA P OU;DIVERSOS;11.25;27.00;39249000
00009076;BANDEJA EM METAL/COBRE COM ESPELHO  M;DIVERSOS;66.83;159.00;73239900
00008919;PORTA SABONETE LIQUIDO NEW BELLY OU;DIVERSOS;24.87;57.00;0039249000
00008910;PORTA - ALGODAO CROMO BELLY OU;DIVERSOS;16.09;36.00;0039249000
00009142;BANDEJA LUXO BELGA RETANGULAR TAM M JOLITEX;DIVERSOS;45.51;111.00;73239400
00008940;PORTA ESCOVA CROMO BELLY COM TAMPA OU;DIVERSOS;22.60;51.00;0039249000
00009113;TRILHO DE MESA GLAMOUR 0.40/0.85 ARGIVAI;CAMINHO DE MESA;24.72;57.00;63025300
00009015;TRAVESSA RETANGULAR DE CRISTAL DE CHUMBO CORAÇAO 30X13X3 CM;DIVERSOS;15.68;36.00;70134100
00008920;PORTA SABONETE LIQUIDO GROOVE OU;DIVERSOS;13.20;30.00;39249000
00008911;PORTA - ALGODAO GROOVE OU;DIVERSOS;8.78;21.00;39249000
00007751;CANECA DE PORCELANA CREAMY MILK 260 ML LYOR;DIVERSOS;7.80;18.00;69111090
00008215;CANECA COLOR HOME COPA & CIA;DIVERSOS;13.16;29.00;69120000
00008955;ALMOFADA 0.65/0.65 PINHEIRO;ALMOFADA;27.00;69.00;63021000
00008860;CESTA ORGANIZADORA MAXI OU;DIVERSOS;38.69;87.00;0039249000
00008884;LIXEIRA VITRA BASCULANTE OU;DIVERSOS;29.19;66.00;0039249000
00002262;ALMOFADA ANTIRREFLUXO DUOFLEX;TRAVESSEIROS;107.13;225.00;94049000
00004348;PERFUME POLO RED REMIX RALPH LAUREN 125ML;PERFUME MASCULINO;270.06;539.00;33030010
00007575;JOGO AMARICANO DETROIT STRAW/MARINE/PINHEIRO COPA&CIA;DIVERSOS;40.74;84.00;46019900
00008597;JOGO AMERICANO TULUM/PARIS COPA&CIA;DIVERSOS;23.20;57.00;48189090
00008586;CENTRO DE MESA ISTAMBUL COSTELA DE ADAO 28 X 24 CMCOPA & CIA;DIVERSOS;38.98;98.00;70139900
00008785;TOALHA PRAIA BANHO 0.80/1.50 BEACH ATLANTICA;TOALHAS AVULSA;33.95;69.00;63026000
00009225;ALMOFADA 0.30/0.50 0.40/0.40 BERTHA LUXU BUDDEMEYER;ALMOFADA;88.41;196.00;94049000
00008956;TRAVESSEIRO NATURAL LÁTEX EXTRA ALTO DUOFLEX;TRAVESSEIROS;146.46;298.00;94049000
00009127;JOGO DE CAMA KING 04 PÇS MILANO KACYUMARA;JOGO DE CAMA;398.39;840.00;63022100
00009122;COBRE LEITO SUPER KING 03 PÇS MILANO KACYUMARA;COBRE LEITO;556.78;1170.00;63041910
00008779;JOGO DE CAMA KING MERIDIANA TRUSSARDI;JOGO DE CAMA;622.60;1369.00;63023100
00008775;JOGO DE CAMA KING VILLA RAVINO/ROSALIA/ANACAPPRI TRUSSARDI;JOGO DE CAMA;716.94;1577.00;63023100
00008268;CJ 6 XICARAS DE CAFÉ PORCELANA C/ PIRES 100ML;DIVERSOS;109.82;259.00;69111010
00008279;PRATO DUPLO PORCELANA P/ DOCES;DIVERSOS;67.58;163.00;69111090
00008980;TAPETE ATENAS 2.00/2.40 CORTTEX/FATEX;TAPETE;120.90;297.00;57050000
00008521;ALMOFADA LINHO CRU 0.35/0.52 C/BORD FINO DECORTEXTIL;ALMOFADA;99.90;216.00;63039000
00007898;PRATO P/SOBREMESA PORCELANA NEW BONE BUTTERFLY LYOR;DIVERSOS;12.47;30.00;69111090
00009095;SUPORTE GROSSO 28 MM CROMADO;DIVERSOS;5.32;12.00;76109000
00002973;ENCOMENDA TAPETE (2 TATEPES BRUNELLO);CONFECCOES;104.90;1479.00;63039900
00010240;DESCASCADOR DE LEGUMES OXFORD;DIVERSOS;15.94;36.00;82159990
00004933;CJ 3 PC P/BANHEIRO DE VIDRO PARIS LYOR;DIVERSOS;17.26;39.00;70139900
00001112;TAPETE 0.50/1.40 MULTI KACYUMARA;TAPETE;52.95;139.00;57050000
00010070;CHALEIRA C/APITO CLASS WINTH;DIVERSOS;44.96;93.00;73239300
00010075;PORTA CONDIM QD/RD GIRANT 1 WINTH;DIVERSOS;127.96;279.00;70134900
00010020;PORTA CONDIMENTOS 3 PTS WINTH;DIVERSOS;52.16;114.00;73239300
00002464;POTE HERMETICO KEEP 1,5L NATURAL OU;JOGO DE SALA;23.38;54.00;39241000
00008958;JOGO DE CAMA SOLTEIRO 02 PÇS MALHA FIO 30 EDROMANIA;JOGO DE CAMA;27.93;58.50;63021000
00009242;TAPETE CHICAGO 0.40/0.60 CORTTEX/FATEX;PROTETOR DE COLCHAO;11.45;28.50;57033900
00007774;ALMOFADA ERIN/FLORA/NIOLON 0.40/0.40 LUXUS BUDDEMEYER;ALMOFADA;80.85;186.00;94049000
00002939;BANDEJA DE BAMBU HIRE 20X10X1.5 LYOR;DIVERSOS;7.96;19.90;44191900
00009133;JOGO AMERICANO GRETA COPA%CIA;DIVERSOS;9.04;21.00;63025300
00008708;PERFUME GIVENCHY L`INTERDIT ROUGE 80 ML;PERFUME FEMININO;458.72;894.00;33033000
00009155;PROTETOR DE COLCHAO QUEEN JOLITEXNIAZITEX;PROTETOR DE COLCHAO;63.06;144.00;94049000
00009111;ALMOFADA METALADA MILANO KACYUMARA;ALMOFADA;35.41;75.00;94049000
00005816;PERFUME ACQUA DI GIOIA FEMME 100 ML;PERFUME FEMININO;418.96;879.00;33030010
00008810;PERFUME CHLOE NATURELLE/LUMINEUSE 100ML;PERFUME FEMININO;463.00;819.00;33030010
00008294;POTICHE VIDRO SODO-CALCICO;DIVERSOS;10.88;28.00;70139900
00007966;MINI TRAVESSA REDONDA DE CRISTAL DE CHUMBO CORAÇAO LYOR;DIVERSOS;2.37;9.00;70134100
00008801;PORTA TALHER DE CRISTAL DUBLIN 27X8X9 CM LYOR;DIVERSOS;25.70;60.00;70134100
00007739;PETISQUEIRA C/3 DIVISORIAS DE CRISTAL GLORY 34X4 CM LYOR;DIVERSOS;49.95;114.00;70134100
00002709;MANTA P/ ESTOFADO EM CHENILLE ALGODAO NATURAL ARTE NATURAL;MANTA;46.53;87.00;\N
00009077;BOWL CRISTAL DE CHUMBO CORAÇAO AMABAR 13X6,5 CM LYOR;DIVERSOS;7.57;21.00;70134100
00009112;PAR DE FRONHA 0.50/0.70 LAZIO KACYUMARA;FRONHA;64.14;147.00;63023100
00003062;TOALHA MESA 1.78 REDONDA SCARLET 55% POLIESTER 45% ALG. KARS;TOALHA DE MESA;33.74;63.00;63025100
00008189;COLAR EM MADEIRA 15130/15133 MART;DIVERSOS;31.87;69.00;44201900
00007182;PIPOQUEIRA P/ MICRO-ONDAS DE VIDRO REF 1390;DIVERSOS;40.00;89.00;70134900
00008474;PRATO RASO P/ BOLO DE VIDRO ANGEL;DIVERSOS;14.31;35.00;70134900
00009046;COBRE LEITO KING 03 PÇS CORRICELIA TRUSSARDI;COBRE LEITO;1535.81;3378.00;94044000
00008948;COBRE LEITO KING 03 PÇS LIMONE TRUSSARDI;COBRE LEITO;583.36;1284.00;94044000
00008946;JOGO DE CAMA KING 04 PÇS LIMONE TRUSSARDI;JOGO DE CAMA;513.17;1140.00;63022100
00009049;JOGO DE CAMA KING 4 PCS VILLA LYSIS TRUSSARDI;JOGO DE CAMA;799.96;1758.00;63022100
00009154;PROTETOR DE COLCHAO CASAL JOLITEX/NIAZITEX;PROTETOR DE COLCHAO;53.23;120.00;94049000
00009121;COBRE LEITO KING 03 PÇS MILANO KACYUMARA;COBRE LEITO;465.37;975.00;63041910
00005372;JOGO DE CAMA QUEEN 04 PÇS 400 FIOS NOBLE/DOLCE/MOZART  MARKE;JOGO DE CAMA;493.11;1188.00;63023100
00007559;PORTA RETRATO EM MDF COM RATTAN 20X25 MART;DIVERSOS;81.29;177.00;44140000
00004072;JOGO DE CAMA QUEEN 4PCS MURANO/DORATA 300 FIOS TRUSSARDI;JOGO DE CAMA;12.56;957.00;33030010
00004751;PERFUME ALIEN THUERRY MUGLER 30ML;PERFUME FEMININO;235.34;479.00;33030020
00008579;JOGO DE CAMA QUEEN 04 PÇS 300 FIOS BELLAGIO KACYUMARA;JOGO DE CAMA;412.33;885.00;63022100
00008603;CAMINHO DE MESA COLORATTA COPA&CIA;DIVERSOS;55.70;129.00;63025100
00009182;JOGO DE CAMA CASAL PROMOCIONAL 04 PÇS VIDA BELA KACYUMARA;JOGO DE CAMA;0.00;389.00;63039000
00008242;TOALHA BANHAO LUMIERE AIR 1.00/1.80 LUXUS BUDDEMEYER;TOALHAS AVULSA;84.00;186.00;63026000
00009209;MANTA P/ ESTOFADO 1.20/1.80 ESCAMA ARTESANATO MINEIRO;MANTA;42.00;90.00;63039000
00009206;ALMOFADA VELUDO ESTAMPADA 0.45/0.45 DECORTEXTIL;ALMOFADA;39.90;87.00;94049000
00009196;SUPORTE P/TALHERES/UTENSILIOS FUTURE;DIVERSOS;64.24;129.00;73239900
00008953;TOALHA PRAIA 1.00/1.80 LUXUS BUDDEMEYER;TOALHAS AVULSA;79.80;180.00;63026000
00008872;ESPATULA RETA DE SILICONE OU;DIVERSOS;23.12;48.00;0039241000
00008795;PERFUME CHOLOE NATURALLE 100 ML;PERFUME FEMININO;402.22;809.00;33030010
00002140;GARRAFA SQUEEZE P/ AGUA C/ CARTELA DE ADESIVOS 2LT LYOR;DIVERSOS;15.30;35.00;39241000
00009197;ORGANIZADOR RETANGULAR COMPONIVEL 32 CM FUTURE;DIVERSOS;33.82;69.00;94039900
00008450;PILLOW TOP KING PLUMA TOUCH ARTELASSE;PROTETOR DE COLCHAO;666.18;1429.00;94049000
00009124;EDREDON KING MILANO KACYUMARA;EDREDON;376.12;795.00;94049000
00009126;JOGO DE CAMA QUEEN 04 PÇS MILANO KACYUMARA;JOGO DE CAMA;360.87;759.00;63022100
00008237;COBRE LEITO QUEEN 03 PÇS JUNO/FIORI LUXUS BUDDEMEYER;COBRE LEITO;569.10;1257.00;94044000
00009310;PISO ATOALHADO GOLDEN PROFLINE  TEKA;PISO ATOALHADO;11.00;24.00;63039000
00009152;SAIA BOX KING SQUARE KACYUMARA;SAIA PARA COLCHAO;153.42;324.00;63049300
00008111;JOGO KING BALI DUVET 400 F 3 PÇS LINHA K KACYUMARA;EDREDON;611.36;1283.00;63023200
00009021;PRATO P/QUEIJO DE AÇO INOX C/TAMPA DE PLASTICO PRIME 23X10 C;DIVERSOS;22.03;54.00;73239300
00008412;PROTETOR DE COLCHAO KING PILLOW TOP BUDDEMEYER;PROTETOR DE COLCHAO;600.06;1390.00;94049000
00003133;JOGO DE CAMA QUEEN 04 PÇS 400 FIOS FANCY/DUBAI MARKEN FASSI;JOGO DE CAMA;559.00;1175.00;63023100
00008109;JOGO QUEEN BALI DUVET 400 F 3 PÇS LINHA K KACYUMARA;JOGO DE CAMA;553.47;1159.00;63023200
00009755;COBERTOR SOLTEIRO 1.50/2.00 HOME DESIGN LUSTER CORTTEX;COBERTOR;23.00;54.00;63014000
00000766;TOALHA BANHAO 0.80/1.50 CHEVRON/LISBOA FATEX/CORTTEX;TOALHAS AVULSA;24.00;57.00;63026000
00008942;PIJAMA PROMOCIONAL KIDS FEM/MASC  CALÇA M/C SONHART;PIJAMAS;84.00;119.00;44209000
00008432;PRATO FUNDO ALLEANZA;DIVERSOS;13.87;33.00;69120000
00009045;PRATO P/SOBREMESA DE PORCELANA BLUE/PINK GARDEN 19,5 CM LYOR;DIVERSOS;5.19;12.00;69111090
00002271;EDREDON QUEEN HELENA/SOPHIE ANDREZA;EDREDON;341.60;750.00;94049000
00000246;PACOTE PANO PRATO VENESA C/06 UNIDADES;PANO DE PRATO;9.68;24.00;63021000
00008925;SABONETEIRA BELLY OU;DIVERSOS;5.56;12.00;0039241000
00008593;JOGO AMERICANO LANA COPA&CIA;DIVERSOS;10.01;24.00;48189090
00008592;ARGOLA DE GUARDANAPO 04 PÇS CHRISTMAS COPA&CIA;DIVERSOS;13.71;30.00;44199000
00005813;TOALHA BANHO MEDIO KARSTEN/PINHEIRO;TOALHAS AVULSA;28.00;66.00;63026000
00005381;COBRE LEITO QUEEN 03 PÇS 400 FIOS BORD. NOBLE MARKEN FASSI;COBRE LEITO;616.55;1263.00;63023100
00005385;COBRE LEITO CASAL 03 PÇS 300  FIOS BORD. GRECO MARKEN FASSI;COBRE LEITO;425.17;1132.00;63023100
00009156;PROTETOR DE COLCHAO KING JOLITEX/NIAZITEC;PROTETOR DE COLCHAO;72.89;165.00;94049000
00008882;LIXEIRA DE PEDAL TRIUM 20 L DUPLO OU;DIVERSOS;66.96;156.00;0039249000
00009185;ORGANIZADOR CLEAR FRESH COM CESTO 2,2 LITROS NATURAL OU;DIVERSOS;26.47;59.00;392490000
00008803;CANECA VIDRO BOROSSILICATA RESISTENTE CALOR LOVE 125 ML LYOR;DIVERSOS;6.12;15.00;70134900
00008168;PORTA CONDIMENTOS METALLA 1.300 ML YOI;DIVERSOS;35.97;82.00;0073239900
00008169;PORTA CONDIMENTOS METALLA 1.750 ML YOI;DIVERSOS;42.37;96.00;0073239900
00008485;CORTINA RUSTICA 3.00/1.70 SEVILHA/LYON BELLA JANELA;CORTINA;57.51;138.00;63039200
00007373;JOGO DE CAMA CASAL 04 PÇS 200 FIOS TULIP MARKEN FASSI;JOGO DE CAMA;332.16;663.00;63023100
00006786;APARADOR DE LIVROS EM POLIRESINA;DIVERSOS;107.89;215.00;39264000
00008973;TAPETE POPSTAR 0.45/0.65 KACYUMARA;TAPETE;42.28;96.00;42050000
00008469;CONJUNTO 3 CANECAS 240 ML DE VIDRO SODO-CALCICO BARRISTA;DIVERSOS;9.18;22.50;70134900
00008995;PEGADOR MULTIUSO GUSTO OU;DIVERSOS;4.69;12.00;0039241000
00004215;COBRE LEITO KING 03 PCS 300 FIOS BORD. BY THE BED;COBRE LEITO;249.00;895.00;63014000
00001333;TRAVESSEIRO ERGOSOTF 0.50X0.7 CAMESA;DIVERSOS;24.52;66.00;63023200
00005269;CENTRO DE MESA 0.85/0.85 LINHO BORDADO ANDREZA;TOALHA DE MESA;35.84;84.00;63025300
00008684;ESCULTURA EM POLIRRESINA REF 13269/13268 MART;DIVERSOS;85.41;225.00;39264000
00008565;BOWL DE CRISTAL DE CHUMBO MARTELADO C/BORDA 9X5 CM WOLFF;DIVERSOS;12.55;30.00;70134100
00008971;ESCULTURA PESSOA EM CERAMICA REF 15744 MART;DIVERSOS;42.66;98.00;69139000
00008185;CENTRO DE MESA DE VIDRO TIPO MURANO 11,5X11.5X20 JOLITEX;DIVERSOS;88.77;210.00;70139900
00008184;CENTRO DE MESA DE VIDRO TIPO MURANO 19X19X24 JOLITEX;DIVERSOS;127.81;297.00;70139900
00008970;ESCULTURA PESSOA EM CERAMICA REF 15745 MART;DIVERSOS;46.94;114.00;69139000
00009145;VASO DE VIDRO MURRINES 15X15X30 JOLITEX;DIVERSOS;162.53;375.00;70139900
00009220;ORGANIZADOR DE CANTO COMPONIVEL FUTURE;DIVERSOS;31.96;69.00;94039900
00005654;PERFUME PRADA CANDY LEAU FEM 80ML;PERFUME FEMININO;313.75;649.00;33030020
00002355;COBRE LEITO QUEEN 03 PÇS 400 FIOS BORD.NATURALE MARKEN FASSI;COBRE LEITO;376.61;732.00;63023100
00005528;JOGO DE CAMA SOLTEIRO 03 PÇS 200 FIOS BORD. SUNSET MARKEN FA;JOGO DE CAMA;166.89;357.00;63023100
00004853;KIT 212 VIP MEN E VIP BLACK BODY LOTION 100ML SG 100ML CAROL;PERFUME MASCULINO;268.85;556.00;33030020
